1,GREEK ARTICHOKE STEW,RS 666/-,666
2,GREEK LAMB PIE WITH STEAMED RICE,RS 666/-,666
3,PORK SOUVLAKI,RS 666/-,666
4,GRILLED SEA BREAM,RS 759/-,759
5,BAKED EGGPLANT WITH TOMATOES,RS 759/-,759
